question,intent
What is the Amish religion ?,Definition
What does an average daycare provider get paid in New England ?,Fact
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,Fact
Who played the Ringo Kid in the 1939 film Stagecoach ?,Fact
Who died 1 feet from where John F. Kennedy did ?,Fact
What is the `` coppertop '' battery ?,Definition
What sign is The Water Carrier the zodiacal symbol for ?,Fact
What animals do you find in the stock market ?,Fact
What is color ?,Definition
When is the site www.questions.com going to open ?,Fact
What did Shostakovich write for Rostropovich ?,Fact
What first name was Nipsy Russell given at birth ?,Fact
How can I get some free technical information on Electric Vehicle ?,HowTo
Who is the youngest of the Beatles ?,Fact
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,HowTo
What is a Jellicle Cat ?,Definition
Where can I find the best free evidence for debate about Russia ?,Fact
What is Bill Gates of Microsoft E-mail address ?,Fact
What is the second hardest substance ?,Fact
Why did several San Diego schools stop serving apples to students ?,Reason
What Russian city boasts the Hermitage Museum ?,Fact
When is Bastille Day ?,Fact
What makes a tornado turn ?,Definition
How many shots can a stock M16 hold ?,HowTo
What two colors are you blind to if you suffer from protanopia ?,Fact
Why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,Reason
Who is Coronado ?,Fact
What was the name of the movie that starred Sharon Stone and Arnold Schwarzenegger ?,Fact
What is artificial intelligence ?,Definition
What do flatfish eat ?,Fact
Who was the first Holy Roman Emperor ?,Fact
What can I use to remove the stubborn gummed labels from some diskettes ?,Fact
What day of the week sees the most fatal car accidents ?,Fact
"What is the origin of the word , magic ?",Definition
What sport do you shag flies in ?,Fact
What is white chocolate ?,Definition
Where is Trinidad ?,Fact
Name the organization that is presided by a Security Council .,Fact
"Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?",Fact
What kind of wine is Spumante ?,Fact
Who portrayed portly criminologist Carl Hyatt on Checkmate ?,Fact
How do you say I love you in Spanish ?,HowTo
What does the name Gina mean ?,Definition
What is the most advanced handheld calculator in the world ?,Fact
How fast is light ?,HowTo
What is the belt of low pressure around the equator called ?,Fact
What are shooting stars ?,Definition
Whom did the Chicago Bulls beat in the 1993 championship ?,Fact
When was the first American encyclopedia published ?,Fact
What 's the tallest building in New York City ?,Fact
How is Easter Sunday 's date determined ?,HowTo
What is the Motto for the State of Maryland ?,Definition
Who is Desmond Tutu ?,Fact
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,Fact
Name a tiger that is extinct .,Fact
How many quarters equal a pound ?,HowTo
What kind of books does Fodor 's publish ?,Fact
"What are the first names of Rowan and Martin , the stars of TV 's Laugh-In ?",Fact
What chapter of the Bible has the most verses ?,Fact
Who is the worst US President ever ?,Fact
What Asian leader was known as The Little Brown Saint ?,Fact
What is the abbreviated expression for the National Bureau of Investigation ?,Definition
How fast does the fastest car go ?,HowTo
What is the highest mountain in the world ?,Fact
What arch can you see from the Place de la Concorde ?,Fact
Who sings the song `` Drink to me with thine eyes '' by Ben Johnson ?,Fact
How long should a person wash their hands before they are clean ?,HowTo
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,Fact
Which is the wealthiest country in the world ?,Fact
How can I find a phone number of someone if I only know their email address ?,HowTo
How can you contact play producers and promoters on-line ?,HowTo
Who is the monarch of the United Kingdom ?,Fact
What is a fear of passing high objects ?,Fact
What do players try to do when the music stops in a game of musical chairs ?,Definition
What are the top ten most common girl names in the US ?,Fact
Why is black the color of mourning in the West ?,Reason
What is the rarest coin ?,Fact
What Judith Rossner novel was made into a film starring Diane Keaton ?,Fact
Which country is Australia 's largest export market ?,Fact
Where is the Kentucky Horse Park located ?,Fact
What is a fear of parasites ?,Fact
In what Olympic Games did Nadia Comaneci become popular ?,Fact
Who does data collection in tourism ?,Fact
What was the name of the daughter of the Virginia chief Powhatan that married John Rolfe ?,Fact
What is the leading pecan and peanut growing state ?,Fact
What does a nihilist believe in ?,Definition
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,Definition
"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",Fact
Who were the four famous founders of United Artists ?,Fact
What 2 statues did France give to other countries ?,Fact
What are amphibians ?,Definition
How many sperm cells are in an average ejaculation ?,HowTo
Name the disposable razor that `` costs about 19 cents . '',Fact
How far do you have to run if you hit a home run ?,HowTo
Who was the only U.S. President to wear a Nazi uniform ?,Fact
Woodrow Wilson served as president of what university ?,Fact
Where are the tropical rain forest distributions ?,Fact
What 's the nickname of oddsmaker Jimmy Snyder ?,Fact
What is the fear of being loved ?,Fact
What was the number of people that Randy Steven Craft was convicted of killing ?,Fact
What was Queen Victoria 's title regarding India ?,Fact
How is a hydrogen bomb different from a nuclear bomb ?,HowTo
How far can a man travel in outer space ?,HowTo
Where was Lincoln assassinated ?,Fact
What type of food makes you fat ?,Fact
What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,Fact
What was the U.S. highway death toll in 1969 ?,Fact
"What kind of animals are Dorsets , Lincolns , Oxfords and Southdowns ?",Fact
What are the shortest and the longest songs ever produced ?,Fact
What letter is to the right of K on a typewriter keyboard ?,Fact
"What is the origin and the meaning of the name , `` Hajo ? ''",Definition
What is the plural of gulf ?,Fact
Whose autobiography is titled Yes I Can ?,Fact
What year did the United States pass the Copyright law ?,Fact
What percentage of Americans own their homes ?,Fact
What 's the first day of the week ?,Fact
What city was President William McKinley shot in ?,Fact
What city has the world 's longest subway system ?,Fact
"Who claimed he killed 4 , 280 buffalo as food for the crew building the Kansas Pacific Railway ?",Fact
What is Bombay duck ?,Definition
How many degrees cooler is the inside of a cucumber than the air outside ?,HowTo
What double talking `` professor '' holds a doctorate in Nothing ?,Fact
What are the five most expensive cities in the world ?,Fact
What 19th-century writer had a country estate on the Hudson dubbed Sunnyside ?,Fact
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,HowTo
What is a virtual IP address ?,Definition
What was the name of the cook on Rawhide ?,Fact
What county is Chicago in ?,Fact
What is the wingspan of a condor ?,Fact
What facial feature typically contains about 55 hairs ?,Definition
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",Fact
How can I transport files from one computer to another ?,HowTo
What 's the literary term for a play on words ?,Fact
What color were their horses ?,Fact
What does an average daycare provider get paid in New England ?,Fact
What author landed a 468-pound marlin without harness in the early 193 's ?,Fact
How many Americans fought for the British in the American Revolution ?,HowTo
What kind of education do I need to become a flight attendant ?,Fact
What are the two languages of Malta ?,Fact
How many oceans are there and name them ?,HowTo
What happened during the Blackhawk Indian war of 1832 ?,Definition
How many pairs of legs does a lobster have ?,HowTo
What does the Latin ante mortem mean ?,Definition
What does the name Shawn mean ?,Definition
Where is the Danube ?,Fact
"What lawyer won the largest divorce settlement , $85 million , in U.S. history for Sheika Dena Al-Farri ?",Fact
What do you call a group of geese ?,Fact
"Who delivered his last newscast on March 6 , 1981 ?",Fact
"How many times has `` Louie , Louie '' been recorded ?",HowTo
How is Answers.com different from KnowPost.com ?,HowTo
What is the longest place name in the U.S. ?,Fact
What percent liked Thatcher after she had been in power for a decade ?,Fact
"Where does Buzz Aldrin want to build a permanent , manned space station ?",Fact
What was Mel Gibson 's first movie ?,Fact
Why was the L.A. office of Shea and Gould closed ?,Reason
How do I start a bank ?,HowTo
How do Ouija Boards work ?,HowTo
What horse did Zorro ride ?,Fact
How do you get a broken cork out of a bottle ?,HowTo
Where can I find correct tabs for Third Eye Blind songs ?,Fact
How do you determine heating requirements for your home ?,HowTo
What former major-league left-handed baseball pitcher was known as `` Space Man '' ?,Fact
"Which hair care product told us `` hate that gray , wash it away '' ?",Fact
Why did the chicken cross the road ?,Reason
What was Michelangelo 's last name ?,Fact
Who is Barbara Jordan ?,Fact
Who was the Democratic nominee in the American presidential election ?,Fact
What was Connecticut 's first constitution called ?,Fact
What historical event happened in Dogtown in 1899 ?,Fact
What is being done about the millennium bug ?,Definition
What was the claim to fame of King Camp Gillette ?,Definition
What is the most common kind of skin cancer in the U.S. ?,Fact
What is Olestra ?,Definition
What Asian country has a bill of rights for cows ?,Fact
How many fingers are used to draw a bow ?,HowTo
What are two plants that clothes are made from ?,Fact
When was Hurricane Hugo ?,Fact
What is the most heavily caffeinated soft drink ?,Fact
What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,Fact
What was the price of Varian Associates ' vacuum products division ?,Fact
When was `` the Great Depression '' ?,Fact
What language is mostly spoken in Brazil ?,Fact
What college produced the most winning Super Bowl quarterbacks ?,Fact
How do you solve `` Rubik 's Cube '' ?,HowTo
What is prepared mustard ?,Definition
What classical Spanish writer warned : `` All that glitters is not gold '' ?,Fact
What does `` antidisestablishmentarianism '' mean ?,Definition
